StateCode,StateName,TypeOfDisability,TypeOfRegion,Sex,TotalWork,Nonworkers
9,State - UTTAR PRADESH (09),InHearing, Total ,Persons,372949,654886
9,State - UTTAR PRADESH (09),InHearing, Total ,Males,271143,274036
9,State - UTTAR PRADESH (09),InHearing, Total ,Females,101806,380850
9,State - UTTAR PRADESH (09),InHearing, Rural ,Persons,278521,475183
9,State - UTTAR PRADESH (09),InHearing, Rural ,Males,197948,200717
9,State - UTTAR PRADESH (09),InHearing, Rural ,Females,80573,274466
9,State - UTTAR PRADESH (09),InHearing, Urban ,Persons,94428,179703
9,State - UTTAR PRADESH (09),InHearing, Urban ,Males,73195,73319
9,State - UTTAR PRADESH (09),InHearing, Urban ,Females,21233,106384
9,State - UTTAR PRADESH (09),InSpeech, Total ,Persons,96234,170352
9,State - UTTAR PRADESH (09),InSpeech, Total ,Males,73765,77405
9,State - UTTAR PRADESH (09),InSpeech, Total ,Females,22469,92947
9,State - UTTAR PRADESH (09),InSpeech, Rural ,Persons,74145,128007
9,State - UTTAR PRADESH (09),InSpeech, Rural ,Males,55782,58883
9,State - UTTAR PRADESH (09),InSpeech, Rural ,Females,18363,69124
9,State - UTTAR PRADESH (09),InSpeech, Urban ,Persons,22089,42345
9,State - UTTAR PRADESH (09),InSpeech, Urban ,Males,17983,18522
9,State - UTTAR PRADESH (09),InSpeech, Urban ,Females,4106,23823
9,State - UTTAR PRADESH (09),InMovement, Total ,Persons,243893,433820
9,State - UTTAR PRADESH (09),InMovement, Total ,Males,206468,235147
9,State - UTTAR PRADESH (09),InMovement, Total ,Females,37425,198673
9,State - UTTAR PRADESH (09),InMovement, Rural ,Persons,196877,346326
9,State - UTTAR PRADESH (09),InMovement, Rural ,Males,165573,189488
9,State - UTTAR PRADESH (09),InMovement, Rural ,Females,31304,156838
9,State - UTTAR PRADESH (09),InMovement, Urban ,Persons,47016,87494
9,State - UTTAR PRADESH (09),InMovement, Urban ,Males,40895,45659
9,State - UTTAR PRADESH (09),InMovement, Urban ,Females,6121,41835
9,State - UTTAR PRADESH (09),MentalRetardation, Total ,Persons,45770,135572
9,State - UTTAR PRADESH (09),MentalRetardation, Total ,Males,36606,77235
9,State - UTTAR PRADESH (09),MentalRetardation, Total ,Females,9164,58337
9,State - UTTAR PRADESH (09),MentalRetardation, Rural ,Persons,37145,102952
9,State - UTTAR PRADESH (09),MentalRetardation, Rural ,Males,29477,58759
9,State - UTTAR PRADESH (09),MentalRetardation, Rural ,Females,7668,44193
9,State - UTTAR PRADESH (09),MentalRetardation, Urban ,Persons,8625,32620
9,State - UTTAR PRADESH (09),MentalRetardation, Urban ,Males,7129,18476
9,State - UTTAR PRADESH (09),MentalRetardation, Urban ,Females,1496,14144
9,State - UTTAR PRADESH (09),MentalIllness, Total ,Persons,16861,59742
9,State - UTTAR PRADESH (09),MentalIllness, Total ,Males,13764,35357
9,State - UTTAR PRADESH (09),MentalIllness, Total ,Females,3097,24385
9,State - UTTAR PRADESH (09),MentalIllness, Rural ,Persons,13615,43882
9,State - UTTAR PRADESH (09),MentalIllness, Rural ,Males,10997,26024
9,State - UTTAR PRADESH (09),MentalIllness, Rural ,Females,2618,17858
9,State - UTTAR PRADESH (09),MentalIllness, Urban ,Persons,3246,15860
9,State - UTTAR PRADESH (09),MentalIllness, Urban ,Males,2767,9333
9,State - UTTAR PRADESH (09),MentalIllness, Urban ,Females,479,6527
9,State - UTTAR PRADESH (09),AnyOther, Total ,Persons,361086,585350
9,State - UTTAR PRADESH (09),AnyOther, Total ,Males,269510,259454
9,State - UTTAR PRADESH (09),AnyOther, Total ,Females,91576,325896
9,State - UTTAR PRADESH (09),AnyOther, Rural ,Persons,280613,439407
9,State - UTTAR PRADESH (09),AnyOther, Rural ,Males,206392,196346
9,State - UTTAR PRADESH (09),AnyOther, Rural ,Females,74221,243061
9,State - UTTAR PRADESH (09),AnyOther, Urban ,Persons,80473,145943
9,State - UTTAR PRADESH (09),AnyOther, Urban ,Males,63118,63108
9,State - UTTAR PRADESH (09),AnyOther, Urban ,Females,17355,82835
9,State - UTTAR PRADESH (09),MultipleDisability, Total ,Persons,44989,172022
9,State - UTTAR PRADESH (09),MultipleDisability, Total ,Males,34525,91894
9,State - UTTAR PRADESH (09),MultipleDisability, Total ,Females,10464,80128
9,State - UTTAR PRADESH (09),MultipleDisability, Rural ,Persons,35675,135085
9,State - UTTAR PRADESH (09),MultipleDisability, Rural ,Males,27054,72454
9,State - UTTAR PRADESH (09),MultipleDisability, Rural ,Females,8621,62631
9,State - UTTAR PRADESH (09),MultipleDisability, Urban ,Persons,9314,36937
9,State - UTTAR PRADESH (09),MultipleDisability, Urban ,Males,7471,19440
9,State - UTTAR PRADESH (09),MultipleDisability, Urban ,Females,1843,17497
10,State - BIHAR (10),TotalDisabledPopulation, Total ,Persons,865347,1465662
10,State - BIHAR (10),TotalDisabledPopulation, Total ,Males,654038,689062
10,State - BIHAR (10),TotalDisabledPopulation, Total ,Females,211309,776600
10,State - BIHAR (10),TotalDisabledPopulation, Rural ,Persons,775277,1271074
10,State - BIHAR (10),TotalDisabledPopulation, Rural ,Males,581040,599773
10,State - BIHAR (10),TotalDisabledPopulation, Rural ,Females,194237,671301
10,State - BIHAR (10),TotalDisabledPopulation, Urban ,Persons,90070,194588
10,State - BIHAR (10),TotalDisabledPopulation, Urban ,Males,72998,89289
10,State - BIHAR (10),TotalDisabledPopulation, Urban ,Females,17072,105299
10,State - BIHAR (10),InSeeing, Total ,Persons,200995,348085
10,State - BIHAR (10),InSeeing, Total ,Males,149712,147331
10,State - BIHAR (10),InSeeing, Total ,Females,51283,200754
10,State - BIHAR (10),InSeeing, Rural ,Persons,179530,300588
10,State - BIHAR (10),InSeeing, Rural ,Males,132038,127477
10,State - BIHAR (10),InSeeing, Rural ,Females,47492,173111
10,State - BIHAR (10),InSeeing, Urban ,Persons,21465,47497
10,State - BIHAR (10),InSeeing, Urban ,Males,17674,19854
10,State - BIHAR (10),InSeeing, Urban ,Females,3791,27643
10,State - BIHAR (10),InHearing, Total ,Persons,221561,350602
10,State - BIHAR (10),InHearing, Total ,Males,159383,148688
10,State - BIHAR (10),InHearing, Total ,Females,62178,201914
10,State - BIHAR (10),InHearing, Rural ,Persons,196844,300912
10,State - BIHAR (10),InHearing, Rural ,Males,140131,128141
10,State - BIHAR (10),InHearing, Rural ,Females,56713,172771
10,State - BIHAR (10),InHearing, Urban ,Persons,24717,49690
10,State - BIHAR (10),InHearing, Urban ,Males,19252,20547
10,State - BIHAR (10),InHearing, Urban ,Females,5465,29143
10,State - BIHAR (10),InSpeech, Total ,Persons,64974,105871
10,State - BIHAR (10),InSpeech, Total ,Males,48932,48961
10,State - BIHAR (10),InSpeech, Total ,Females,16042,56910
10,State - BIHAR (10),InSpeech, Rural ,Persons,58247,91950
10,State - BIHAR (10),InSpeech, Rural ,Males,43438,42798
10,State - BIHAR (10),InSpeech, Rural ,Females,14809,49152
10,State - BIHAR (10),InSpeech, Urban ,Persons,6727,13921
10,State - BIHAR (10),InSpeech, Urban ,Males,5494,6163
10,State - BIHAR (10),InSpeech, Urban ,Females,1233,7758
10,State - BIHAR (10),InMovement, Total ,Persons,140722,228855
10,State - BIHAR (10),InMovement, Total ,Males,118482,127094
10,State - BIHAR (10),InMovement, Total ,Females,22240,101761
10,State - BIHAR (10),InMovement, Rural ,Persons,127850,202544
10,State - BIHAR (10),InMovement, Rural ,Males,107234,112828
10,State - BIHAR (10),InMovement, Rural ,Females,20616,89716
10,State - BIHAR (10),InMovement, Urban ,Persons,12872,26311
10,State - BIHAR (10),InMovement, Urban ,Males,11248,14266
10,State - BIHAR (10),InMovement, Urban ,Females,1624,12045
10,State - BIHAR (10),MentalRetardation, Total ,Persons,26356,62895
10,State - BIHAR (10),MentalRetardation, Total ,Males,20312,35023
10,State - BIHAR (10),MentalRetardation, Total ,Females,6044,27872
10,State - BIHAR (10),MentalRetardation, Rural ,Persons,24252,54268
10,State - BIHAR (10),MentalRetardation, Rural ,Males,18547,30074
10,State - BIHAR (10),MentalRetardation, Rural ,Females,5705,24194
10,State - BIHAR (10),MentalRetardation, Urban ,Persons,2104,8627
10,State - BIHAR (10),MentalRetardation, Urban ,Males,1765,4949
10,State - BIHAR (10),MentalRetardation, Urban ,Females,339,3678
10,State - BIHAR (10),MentalIllness, Total ,Persons,10006,27515
10,State - BIHAR (10),MentalIllness, Total ,Males,8084,16817
10,State - BIHAR (10),MentalIllness, Total ,Females,1922,10698
10,State - BIHAR (10),MentalIllness, Rural ,Persons,9259,23432
10,State - BIHAR (10),MentalIllness, Rural ,Males,7436,14158
10,State - BIHAR (10),MentalIllness, Rural ,Females,1823,9274
10,State - BIHAR (10),MentalIllness, Urban ,Persons,747,4083
10,State - BIHAR (10),MentalIllness, Urban ,Males,648,2659
10,State - BIHAR (10),MentalIllness, Urban ,Females,99,1424
10,State - BIHAR (10),AnyOther, Total ,Persons,175382,256346
10,State - BIHAR (10),AnyOther, Total ,Males,129924,116536
10,State - BIHAR (10),AnyOther, Total ,Females,45458,139810
10,State - BIHAR (10),AnyOther, Rural ,Persons,156244,221837
10,State - BIHAR (10),AnyOther, Rural ,Males,114867,101240
10,State - BIHAR (10),AnyOther, Rural ,Females,41377,120597
10,State - BIHAR (10),AnyOther, Urban ,Persons,19138,34509
10,State - BIHAR (10),AnyOther, Urban ,Males,15057,15296
10,State - BIHAR (10),AnyOther, Urban ,Females,4081,19213
10,State - BIHAR (10),MultipleDisability, Total ,Persons,25351,85493
10,State - BIHAR (10),MultipleDisability, Total ,Males,19209,48612
10,State - BIHAR (10),MultipleDisability, Total ,Females,6142,36881
10,State - BIHAR (10),MultipleDisability, Rural ,Persons,23051,75543
10,State - BIHAR (10),MultipleDisability, Rural ,Males,17349,43057
10,State - BIHAR (10),MultipleDisability, Rural ,Females,5702,32486
10,State - BIHAR (10),MultipleDisability, Urban ,Persons,2300,9950
10,State - BIHAR (10),MultipleDisability, Urban ,Males,1860,5555
10,State - BIHAR (10),MultipleDisability, Urban ,Females,440,4395
11,State - SIKKIM (11),TotalDisabledPopulation, Total ,Persons,8918,9269
11,State - SIKKIM (11),TotalDisabledPopulation, Total ,Males,5596,4183
11,State - SIKKIM (11),TotalDisabledPopulation, Total ,Females,3322,5086
11,State - SIKKIM (11),TotalDisabledPopulation, Rural ,Persons,8093,7766
11,State - SIKKIM (11),TotalDisabledPopulation, Rural ,Males,4982,3566
11,State - SIKKIM (11),TotalDisabledPopulation, Rural ,Females,3111,4200
11,State - SIKKIM (11),TotalDisabledPopulation, Urban ,Persons,825,1503
11,State - SIKKIM (11),TotalDisabledPopulation, Urban ,Males,614,617
11,State - SIKKIM (11),TotalDisabledPopulation, Urban ,Females,211,886
11,State - SIKKIM (11),InSeeing, Total ,Persons,1434,1338
11,State - SIKKIM (11),InSeeing, Total ,Males,836,585
11,State - SIKKIM (11),InSeeing, Total ,Females,598,753
11,State - SIKKIM (11),InSeeing, Rural ,Persons,1323,1161
11,State - SIKKIM (11),InSeeing, Rural ,Males,752,519
11,State - SIKKIM (11),InSeeing, Rural ,Females,571,642
11,State - SIKKIM (11),InSeeing, Urban ,Persons,111,177
11,State - SIKKIM (11),InSeeing, Urban ,Males,84,66
11,State - SIKKIM (11),InSeeing, Urban ,Females,27,111
11,State - SIKKIM (11),InHearing, Total ,Persons,3241,2102
11,State - SIKKIM (11),InHearing, Total ,Males,2108,879
11,State - SIKKIM (11),InHearing, Total ,Females,1133,1223
11,State - SIKKIM (11),InHearing, Rural ,Persons,2965,1738
11,State - SIKKIM (11),InHearing, Rural ,Males,1899,739
11,State - SIKKIM (11),InHearing, Rural ,Females,1066,999
11,State - SIKKIM (11),InHearing, Urban ,Persons,276,364
11,State - SIKKIM (11),InHearing, Urban ,Males,209,140
11,State - SIKKIM (11),InHearing, Urban ,Females,67,224
11,State - SIKKIM (11),InSpeech, Total ,Persons,790,787
11,State - SIKKIM (11),InSpeech, Total ,Males,468,350
11,State - SIKKIM (11),InSpeech, Total ,Females,322,437
11,State - SIKKIM (11),InSpeech, Rural ,Persons,704,635
11,State - SIKKIM (11),InSpeech, Rural ,Males,407,292
11,State - SIKKIM (11),InSpeech, Rural ,Females,297,343
11,State - SIKKIM (11),InSpeech, Urban ,Persons,86,152
11,State - SIKKIM (11),InSpeech, Urban ,Males,61,58
11,State - SIKKIM (11),InSpeech, Urban ,Females,25,94
11,State - SIKKIM (11),InMovement, Total ,Persons,833,1234
11,State - SIKKIM (11),InMovement, Total ,Males,596,622
11,State - SIKKIM (11),InMovement, Total ,Females,237,612
11,State - SIKKIM (11),InMovement, Rural ,Persons,739,1053
11,State - SIKKIM (11),InMovement, Rural ,Males,521,543
11,State - SIKKIM (11),InMovement, Rural ,Females,218,510
11,State - SIKKIM (11),InMovement, Urban ,Persons,94,181
11,State - SIKKIM (11),InMovement, Urban ,Males,75,79
11,State - SIKKIM (11),InMovement, Urban ,Females,19,102
11,State - SIKKIM (11),MentalRetardation, Total ,Persons,174,342
11,State - SIKKIM (11),MentalRetardation, Total ,Males,105,169
11,State - SIKKIM (11),MentalRetardation, Total ,Females,69,173
11,State - SIKKIM (11),MentalRetardation, Rural ,Persons,156,260
11,State - SIKKIM (11),MentalRetardation, Rural ,Males,94,127
11,State - SIKKIM (11),MentalRetardation, Rural ,Females,62,133
11,State - SIKKIM (11),MentalRetardation, Urban ,Persons,18,82
11,State - SIKKIM (11),MentalRetardation, Urban ,Males,11,42
11,State - SIKKIM (11),MentalRetardation, Urban ,Females,7,40
11,State - SIKKIM (11),MentalIllness, Total ,Persons,167,346
11,State - SIKKIM (11),MentalIllness, Total ,Males,92,163
11,State - SIKKIM (11),MentalIllness, Total ,Females,75,183
11,State - SIKKIM (11),MentalIllness, Rural ,Persons,155,288
11,State - SIKKIM (11),MentalIllness, Rural ,Males,83,126
11,State - SIKKIM (11),MentalIllness, Rural ,Females,72,162
11,State - SIKKIM (11),MentalIllness, Urban ,Persons,12,58
11,State - SIKKIM (11),MentalIllness, Urban ,Males,9,37
11,State - SIKKIM (11),MentalIllness, Urban ,Females,3,21
11,State - SIKKIM (11),AnyOther, Total ,Persons,1217,1242
11,State - SIKKIM (11),AnyOther, Total ,Males,744,538
11,State - SIKKIM (11),AnyOther, Total ,Females,473,704
11,State - SIKKIM (11),AnyOther, Rural ,Persons,1049,974
11,State - SIKKIM (11),AnyOther, Rural ,Males,621,442
11,State - SIKKIM (11),AnyOther, Rural ,Females,428,532
11,State - SIKKIM (11),AnyOther, Urban ,Persons,168,268
11,State - SIKKIM (11),AnyOther, Urban ,Males,123,96
11,State - SIKKIM (11),AnyOther, Urban ,Females,45,172
11,State - SIKKIM (11),MultipleDisability, Total ,Persons,1062,1878
11,State - SIKKIM (11),MultipleDisability, Total ,Males,647,877
11,State - SIKKIM (11),MultipleDisability, Total ,Females,415,1001
11,State - SIKKIM (11),MultipleDisability, Rural ,Persons,1002,1657
11,State - SIKKIM (11),MultipleDisability, Rural ,Males,605,778
11,State - SIKKIM (11),MultipleDisability, Rural ,Females,397,879
11,State - SIKKIM (11),MultipleDisability, Urban ,Persons,60,221
11,State - SIKKIM (11),MultipleDisability, Urban ,Males,42,99
11,State - SIKKIM (11),MultipleDisability, Urban ,Females,18,122
12,State - ARUNACHAL PRADESH (12),TotalDisabledPopulation, Total ,Persons,11948,14786
12,State - ARUNACHAL PRADESH (12),TotalDisabledPopulation, Total ,Males,7332,6913
12,State - ARUNACHAL PRADESH (12),TotalDisabledPopulation, Total ,Females,4616,7873
12,State - ARUNACHAL PRADESH (12),TotalDisabledPopulation, Rural ,Persons,10259,12049
12,State - ARUNACHAL PRADESH (12),TotalDisabledPopulation, Rural ,Males,6090,5690
12,State - ARUNACHAL PRADESH (12),TotalDisabledPopulation, Rural ,Females,4169,6359
12,State - ARUNACHAL PRADESH (12),TotalDisabledPopulation, Urban ,Persons,1689,2737
12,State - ARUNACHAL PRADESH (12),TotalDisabledPopulation, Urban ,Males,1242,1223
12,State - ARUNACHAL PRADESH (12),TotalDisabledPopulation, Urban ,Females,447,1514
12,State - ARUNACHAL PRADESH (12),InSeeing, Total ,Persons,2550,3102
12,State - ARUNACHAL PRADESH (12),InSeeing, Total ,Males,1525,1337
12,State - ARUNACHAL PRADESH (12),InSeeing, Total ,Females,1025,1765
12,State - ARUNACHAL PRADESH (12),InSeeing, Rural ,Persons,2172,2497
12,State - ARUNACHAL PRADESH (12),InSeeing, Rural ,Males,1261,1073
12,State - ARUNACHAL PRADESH (12),InSeeing, Rural ,Females,911,1424
12,State - ARUNACHAL PRADESH (12),InSeeing, Urban ,Persons,378,605
12,State - ARUNACHAL PRADESH (12),InSeeing, Urban ,Males,264,264
12,State - ARUNACHAL PRADESH (12),InSeeing, Urban ,Females,114,341
12,State - ARUNACHAL PRADESH (12),InHearing, Total ,Persons,4125,4002
12,State - ARUNACHAL PRADESH (12),InHearing, Total ,Males,2450,1759
12,State - ARUNACHAL PRADESH (12),InHearing, Total ,Females,1675,2243
12,State - ARUNACHAL PRADESH (12),InHearing, Rural ,Persons,3621,3295
12,State - ARUNACHAL PRADESH (12),InHearing, Rural ,Males,2095,1470
12,State - ARUNACHAL PRADESH (12),InHearing, Rural ,Females,1526,1825
12,State - ARUNACHAL PRADESH (12),InHearing, Urban ,Persons,504,707
12,State - ARUNACHAL PRADESH (12),InHearing, Urban ,Males,355,289
12,State - ARUNACHAL PRADESH (12),InHearing, Urban ,Females,149,418
12,State - ARUNACHAL PRADESH (12),InSpeech, Total ,Persons,722,816
12,State - ARUNACHAL PRADESH (12),InSpeech, Total ,Males,447,433
12,State - ARUNACHAL PRADESH (12),InSpeech, Total ,Females,275,383
12,State - ARUNACHAL PRADESH (12),InSpeech, Rural ,Persons,641,658
12,State - ARUNACHAL PRADESH (12),InSpeech, Rural ,Males,384,353
12,State - ARUNACHAL PRADESH (12),InSpeech, Rural ,Females,257,305
12,State - ARUNACHAL PRADESH (12),InSpeech, Urban ,Persons,81,158
12,State - ARUNACHAL PRADESH (12),InSpeech, Urban ,Males,63,80
12,State - ARUNACHAL PRADESH (12),InSpeech, Urban ,Females,18,78
12,State - ARUNACHAL PRADESH (12),InMovement, Total ,Persons,1284,1951
12,State - ARUNACHAL PRADESH (12),InMovement, Total ,Males,907,1028
12,State - ARUNACHAL PRADESH (12),InMovement, Total ,Females,377,923
12,State - ARUNACHAL PRADESH (12),InMovement, Rural ,Persons,1081,1654
12,State - ARUNACHAL PRADESH (12),InMovement, Rural ,Males,751,869
12,State - ARUNACHAL PRADESH (12),InMovement, Rural ,Females,330,785
12,State - ARUNACHAL PRADESH (12),InMovement, Urban ,Persons,203,297
12,State - ARUNACHAL PRADESH (12),InMovement, Urban ,Males,156,159
12,State - ARUNACHAL PRADESH (12),InMovement, Urban ,Females,47,138
12,State - ARUNACHAL PRADESH (12),MentalRetardation, Total ,Persons,437,827
12,State - ARUNACHAL PRADESH (12),MentalRetardation, Total ,Males,240,395
12,State - ARUNACHAL PRADESH (12),MentalRetardation, Total ,Females,197,432
12,State - ARUNACHAL PRADESH (12),MentalRetardation, Rural ,Persons,370,641
12,State - ARUNACHAL PRADESH (12),MentalRetardation, Rural ,Males,194,318
12,State - ARUNACHAL PRADESH (12),MentalRetardation, Rural ,Females,176,323
12,State - ARUNACHAL PRADESH (12),MentalRetardation, Urban ,Persons,67,186
12,State - ARUNACHAL PRADESH (12),MentalRetardation, Urban ,Males,46,77
12,State - ARUNACHAL PRADESH (12),MentalRetardation, Urban ,Females,21,109
12,State - ARUNACHAL PRADESH (12),MentalIllness, Total ,Persons,204,427
12,State - ARUNACHAL PRADESH (12),MentalIllness, Total ,Males,120,224
12,State - ARUNACHAL PRADESH (12),MentalIllness, Total ,Females,84,203
12,State - ARUNACHAL PRADESH (12),MentalIllness, Rural ,Persons,192,341
12,State - ARUNACHAL PRADESH (12),MentalIllness, Rural ,Males,112,179
12,State - ARUNACHAL PRADESH (12),MentalIllness, Rural ,Females,80,162
12,State - ARUNACHAL PRADESH (12),MentalIllness, Urban ,Persons,12,86
12,State - ARUNACHAL PRADESH (12),MentalIllness, Urban ,Males,8,45
12,State - ARUNACHAL PRADESH (12),MentalIllness, Urban ,Females,4,41
12,State - ARUNACHAL PRADESH (12),AnyOther, Total ,Persons,1787,2091
12,State - ARUNACHAL PRADESH (12),AnyOther, Total ,Males,1130,950
12,State - ARUNACHAL PRADESH (12),AnyOther, Total ,Females,657,1141
12,State - ARUNACHAL PRADESH (12),AnyOther, Rural ,Persons,1410,1595
12,State - ARUNACHAL PRADESH (12),AnyOther, Rural ,Males,831,751
12,State - ARUNACHAL PRADESH (12),AnyOther, Rural ,Females,579,844
12,State - ARUNACHAL PRADESH (12),AnyOther, Urban ,Persons,377,496
12,State - ARUNACHAL PRADESH (12),AnyOther, Urban ,Males,299,199
12,State - ARUNACHAL PRADESH (12),AnyOther, Urban ,Females,78,297
12,State - ARUNACHAL PRADESH (12),MultipleDisability, Total ,Persons,839,1570
12,State - ARUNACHAL PRADESH (12),MultipleDisability, Total ,Males,513,787
12,State - ARUNACHAL PRADESH (12),MultipleDisability, Total ,Females,326,783
12,State - ARUNACHAL PRADESH (12),MultipleDisability, Rural ,Persons,772,1368
12,State - ARUNACHAL PRADESH (12),MultipleDisability, Rural ,Males,462,677
12,State - ARUNACHAL PRADESH (12),MultipleDisability, Rural ,Females,310,691
12,State - ARUNACHAL PRADESH (12),MultipleDisability, Urban ,Persons,67,202
12,State - ARUNACHAL PRADESH (12),MultipleDisability, Urban ,Males,51,110
12,State - ARUNACHAL PRADESH (12),MultipleDisability, Urban ,Females,16,92
13,State - NAGALAND (13),TotalDisabledPopulation, Total ,Persons,15384,14247
13,State - NAGALAND (13),TotalDisabledPopulation, Total ,Males,9022,7126
13,State - NAGALAND (13),TotalDisabledPopulation, Total ,Females,6362,7121
13,State - NAGALAND (13),TotalDisabledPopulation, Rural ,Persons,13419,10130
13,State - NAGALAND (13),TotalDisabledPopulation, Rural ,Males,7620,5141
13,State - NAGALAND (13),TotalDisabledPopulation, Rural ,Females,5799,4989
13,State - NAGALAND (13),TotalDisabledPopulation, Urban ,Persons,1965,4117
13,State - NAGALAND (13),TotalDisabledPopulation, Urban ,Males,1402,1985
13,State - NAGALAND (13),TotalDisabledPopulation, Urban ,Females,563,2132
13,State - NAGALAND (13),InSeeing, Total ,Persons,2264,1886
13,State - NAGALAND (13),InSeeing, Total ,Males,1289,841
13,State - NAGALAND (13),InSeeing, Total ,Females,975,1045
13,State - NAGALAND (13),InSeeing, Rural ,Persons,1938,1353
13,State - NAGALAND (13),InSeeing, Rural ,Males,1070,619
13,State - NAGALAND (13),InSeeing, Rural ,Females,868,734
13,State - NAGALAND (13),InSeeing, Urban ,Persons,326,533
13,State - NAGALAND (13),InSeeing, Urban ,Males,219,222
13,State - NAGALAND (13),InSeeing, Urban ,Females,107,311
13,State - NAGALAND (13),InHearing, Total ,Persons,5529,3411
13,State - NAGALAND (13),InHearing, Total ,Males,3353,1654
13,State - NAGALAND (13),InHearing, Total ,Females,2176,1757
13,State - NAGALAND (13),InHearing, Rural ,Persons,4856,2381
13,State - NAGALAND (13),InHearing, Rural ,Males,2845,1205
13,State - NAGALAND (13),InHearing, Rural ,Females,2011,1176
13,State - NAGALAND (13),InHearing, Urban ,Persons,673,1030
13,State - NAGALAND (13),InHearing, Urban ,Males,508,449
13,State - NAGALAND (13),InHearing, Urban ,Females,165,581
13,State - NAGALAND (13),InSpeech, Total ,Persons,1291,1003
13,State - NAGALAND (13),InSpeech, Total ,Males,728,533
13,State - NAGALAND (13),InSpeech, Total ,Females,563,470
13,State - NAGALAND (13),InSpeech, Rural ,Persons,1180,709
13,State - NAGALAND (13),InSpeech, Rural ,Males,649,384
13,State - NAGALAND (13),InSpeech, Rural ,Females,531,325
13,State - NAGALAND (13),InSpeech, Urban ,Persons,111,294
13,State - NAGALAND (13),InSpeech, Urban ,Males,79,149
13,State - NAGALAND (13),InSpeech, Urban ,Females,32,145
13,State - NAGALAND (13),InMovement, Total ,Persons,1533,2295
13,State - NAGALAND (13),InMovement, Total ,Males,993,1242
13,State - NAGALAND (13),InMovement, Total ,Females,540,1053
13,State - NAGALAND (13),InMovement, Rural ,Persons,1254,1687
13,State - NAGALAND (13),InMovement, Rural ,Males,781,908
13,State - NAGALAND (13),InMovement, Rural ,Females,473,779
13,State - NAGALAND (13),InMovement, Urban ,Persons,279,608
13,State - NAGALAND (13),InMovement, Urban ,Males,212,334
13,State - NAGALAND (13),InMovement, Urban ,Females,67,274
13,State - NAGALAND (13),MentalRetardation, Total ,Persons,477,773
13,State - NAGALAND (13),MentalRetardation, Total ,Males,259,407
13,State - NAGALAND (13),MentalRetardation, Total ,Females,218,366
13,State - NAGALAND (13),MentalRetardation, Rural ,Persons,421,528
13,State - NAGALAND (13),MentalRetardation, Rural ,Males,221,278
13,State - NAGALAND (13),MentalRetardation, Rural ,Females,200,250
13,State - NAGALAND (13),MentalRetardation, Urban ,Persons,56,245
13,State - NAGALAND (13),MentalRetardation, Urban ,Males,38,129
13,State - NAGALAND (13),MentalRetardation, Urban ,Females,18,116
13,State - NAGALAND (13),MentalIllness, Total ,Persons,344,651
13,State - NAGALAND (13),MentalIllness, Total ,Males,195,352
13,State - NAGALAND (13),MentalIllness, Total ,Females,149,299
13,State - NAGALAND (13),MentalIllness, Rural ,Persons,311,465
13,State - NAGALAND (13),MentalIllness, Rural ,Males,177,248
13,State - NAGALAND (13),MentalIllness, Rural ,Females,134,217
13,State - NAGALAND (13),MentalIllness, Urban ,Persons,33,186
13,State - NAGALAND (13),MentalIllness, Urban ,Males,18,104
13,State - NAGALAND (13),MentalIllness, Urban ,Females,15,82
13,State - NAGALAND (13),AnyOther, Total ,Persons,2708,2130
13,State - NAGALAND (13),AnyOther, Total ,Males,1490,1039
13,State - NAGALAND (13),AnyOther, Total ,Females,1218,1091
13,State - NAGALAND (13),AnyOther, Rural ,Persons,2314,1385
13,State - NAGALAND (13),AnyOther, Rural ,Males,1222,688
13,State - NAGALAND (13),AnyOther, Rural ,Females,1092,697
13,State - NAGALAND (13),AnyOther, Urban ,Persons,394,745
13,State - NAGALAND (13),AnyOther, Urban ,Males,268,351
13,State - NAGALAND (13),AnyOther, Urban ,Females,126,394
13,State - NAGALAND (13),MultipleDisability, Total ,Persons,1238,2098
13,State - NAGALAND (13),MultipleDisability, Total ,Males,715,1058
13,State - NAGALAND (13),MultipleDisability, Total ,Females,523,1040
13,State - NAGALAND (13),MultipleDisability, Rural ,Persons,1145,1622
13,State - NAGALAND (13),MultipleDisability, Rural ,Males,655,811
13,State - NAGALAND (13),MultipleDisability, Rural ,Females,490,811
13,State - NAGALAND (13),MultipleDisability, Urban ,Persons,93,476
13,State - NAGALAND (13),MultipleDisability, Urban ,Males,60,247
13,State - NAGALAND (13),MultipleDisability, Urban ,Females,33,229
14,State - MANIPUR (14),TotalDisabledPopulation, Total ,Persons,25582,32965
14,State - MANIPUR (14),TotalDisabledPopulation, Total ,Males,15259,15915
14,State - MANIPUR (14),TotalDisabledPopulation, Total ,Females,10323,17050
14,State - MANIPUR (14),TotalDisabledPopulation, Rural ,Persons,18878,21610
14,State - MANIPUR (14),TotalDisabledPopulation, Rural ,Males,11042,10684
14,State - MANIPUR (14),TotalDisabledPopulation, Rural ,Females,7836,10926
14,State - MANIPUR (14),TotalDisabledPopulation, Urban ,Persons,6704,11355
14,State - MANIPUR (14),TotalDisabledPopulation, Urban ,Males,4217,5231
14,State - MANIPUR (14),TotalDisabledPopulation, Urban ,Females,2487,6124
14,State - MANIPUR (14),InSeeing, Total ,Persons,9221,9973
14,State - MANIPUR (14),InSeeing, Total ,Males,5411,4504
